"AGER" "RELAT" "familr" "sexer" "IMPNBS" "REJETS" "OPGNB" "MOYRV" "TAVEP" "ENDET" "GAGET" "GAGEC" "GAGEM" "KVUNB" "QSMOY" "QCRED" "DMVTP" "BOPPN" "FACAN" "LGAGT" "VIENB" "VIEMT" "UEMNB" "UEMMTS" "XLGNB" "XLGMT" "YLVNB" "YLVMT" "NBELTS" "MTELTS" "NBCATS" "MTCATS" "NBBECS" "MTBECS" "ROCNB" "NTCAS" "NPTAG" "SEGV2S" "ITAVC" "HAVEF" "JNBJD1S" "JNBJD2S" "JNBJD3S" "DEPTS" "PVS" "SEXEQ" "FAMIQ" "PCSPQ" "QUALS" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "jnbjdq1" "jnbjdq2" "jnbjdq3" "itavcq" "CARVP"
"982217" 36 61 1 1 0 0 8 26 127235 7 67939 19203 48736 1 12733 26 16 33 0 0 0 0 2 127235 2 127235 0 0 0 0 0 0 0 0 7 2 0 6 141517 6705 0 0 0 "31" "1" "femme" "C" "565" "A" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A0" "R0" "Q2" "O2" "M2" "T2" "D2" "B1" "J0" "J0" "J0" "I2" "oui"
"1042702" 42 214 3 1 0 0 1 29 2691 8 130036 13344 116692 1 -4680 29 20 16 0 0 0 0 2 2691 1 2167 1 524 0 0 0 0 0 0 1 1 0 7 3191 500 5 13 31 "31" "1" "femme" "M" "375" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A1" "R2" "Q0" "O1" "M2" "T1" "D2" "B0" "J2" "J2" "J2" "I0" "oui"
"1052382" 47 235 3 1 0 0 0 33 23479 1 30002 0 0 1 9886 33 16 71 87572 30002 0 0 2 23479 1 23342 1 137 0 0 0 0 0 0 38 2 0 6 25944 200 1 2 0 "31" "2" "femme" "M" "545" "A" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A1" "R2" "Q2" "O0" "M2" "T1" "D2" "B2" "J1" "J1" "J0" "I1" "oui"
"1452291" 39 110 3 1 0 0 0 24 14012 0 0 0 0 1 7242 24 16 21 0 0 0 0 1 14012 0 0 1 14012 0 0 0 0 0 0 12 1 0 6 14327 0 7 0 0 "31" "2" "femme" "M" "465" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q1" "O0" "M1" "T1" "D2" "B0" "J2" "J0" "J0" "I1" "oui"
"1480522" 52 84 2 1 0 0 0 26 0 0 60000 0 60000 1 19703 26 21 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 48976 0 7 0 0 "31" "2" "femme" "D" "385" "D" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G1" "F0" "L0" "H0" "A2" "R0" "Q2" "O0" "M2" "T0" "D2" "B0" "J2" "J0" "J0" "I1" "oui"
"2247929" 31 105 1 1 0 0 2 43 464157 0 0 0 0 2 18656 41 16 80 116288 0 0 0 3 464157 2 463084 1 1073 0 0 0 0 0 0 41 4 0 6 485105 0 10 12 0 "75" "2" "femme" "C" "475" "A" "K1" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q2" "O1" "M2" "T2" "D2" "B2" "J2" "J2" "J0" "I2" "oui"
"2446817" 35 147 1 1 0 0 1 20 17200 28 151455 0 52763 1 56017 20 16 18 199803 98692 1 6476 4 17200 2 17000 2 200 0 0 0 0 0 0 3 2 0 3 56743 6476 0 0 0 "31" "1" "femme" "C" "305" "D" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A0" "R1" "Q2" "O1" "M1" "T1" "D2" "B0" "J0" "J0" "J0" "I1" "oui"
"3250762" 46 233 3 1 0 0 0 33 53314 18 29827 16882 12945 1 8423 33 16 74 0 0 0 0 2 53314 1 52806 1 508 0 0 0 0 0 0 38 1 0 6 69868 16554 1 2 7 "31" "2" "femme" "M" "555" "A" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A1" "R2" "Q1" "O0" "M2" "T2" "D2" "B2" "J1" "J1" "J2" "I1" "oui"
"3255973" 45 128 3 1 0 0 0 43 55232 0 10321 10321 0 2 5332 43 16 39 0 0 0 0 2 55232 0 0 2 55232 0 0 0 0 0 0 19 2 0 6 55232 0 0 4 0 "31" "1" "femme" "M" "428" "B" "K1" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "A1" "R1" "Q1" "O0" "M2" "T2" "D2" "B1" "J0" "J2" "J0" "I1" "oui"
"3341730" 52 268 3 1 0 0 1 35 112775 11 140683 1422 0 1 1296 35 20 67 0 139261 0 0 3 112775 2 112325 1 450 0 0 0 0 0 0 44 3 1 6 112775 0 19 22 14 "31" "1" "femme" "M" "465" "A" "K0" "V0" "U2" "X2" "Y1" "R1" "N1" "E1" "G1" "F0" "L1" "H0" "A2" "R2" "Q0" "O1" "M2" "T2" "D2" "B2" "J2" "J2" "J2" "I2" "oui"
"5003271" 35 37 1 1 0 0 0 33 19000 10 99442 41861 57581 1 4078 33 16 68 0 0 0 0 2 19000 2 19000 0 0 0 0 0 0 0 0 36 2 0 6 20631 0 1 23 5 "47" "1" "femme" "C" "800" "D" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R0" "Q1" "O0" "M2" "T1" "D2" "B2" "J1" "J2" "J2" "I1" "oui"
"5031689" 29 61 3 1 0 0 4 42 77304 4 28095 0 28095 1 10852 42 16 74 215174 0 0 0 3 77304 1 66500 2 10804 0 0 0 0 0 0 16 1 0 6 97900 0 4 3 0 "65" "1" "femme" "M" "505" "A" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A0" "R0" "Q2" "O2" "M2" "T2" "D2" "B2" "J2" "J2" "J0" "I2" "oui"
"113333" 56 786 3 0 0 0 0 85 258384 38 214874 4661 23026 4 17683 9 13 32 68490 187187 1 54536 3 258384 2 227337 1 31047 0 0 0 0 0 0 16 1 0 4 347262 54536 0 2 0 "31" "1" "homme" "M" "545" "A" "K1" "V1" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A2" "R2" "Q2" "O0" "M2" "T2" "D0" "B1" "J0" "J1" "J0" "I2" "non"
"115910" 69 815 2 0 0 0 0 7 312781 0 0 0 0 1 40793 7 51 0 35500 0 1 201818 4 312781 1 240433 3 72348 0 0 0 0 0 0 0 1 0 5 562174 201818 0 0 0 "31" "1" "homme" "D" "860" "A" "K0" "V1" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q2" "O0" "M0" "T2" "D2" "B0" "J0" "J0" "J0" "I2" "non"
"124826" 46 319 3 1 0 -1 0 11 0 0 0 0 0 1 -2217 11 13 21 93220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 7 1334 0 23 20 25 "31" "1" "femme" "M" "555" "4" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A1" "R2" "Q0" "O0" "M1" "T0" "D0" "B0" "J2" "J2" "J2" "I0" "non"
"132414" 70 815 3 0 0 0 1 6 0 15 16795 16795 0 1 14626 6 14 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6 14356 200 0 0 0 "31" "1" "homme" "M" "0" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E1" "G1" "F0" "L0" "H1" "A2" "R2" "Q2" "O1" "M0" "T0" "D1" "B0" "J0" "J0" "J0" "I1" "non"
"132775" 77 834 1 0 0 0 3 19 204328 0 0 0 0 1 2686 19 13 45 60000 0 6 183145 3 204328 1 110489 2 93839 0 0 0 0 0 0 19 1 0 5 403536 194758 2 1 0 "31" "1" "homme" "C" "730" "A" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q0" "O2" "M1" "T2" "D0" "B2" "J1" "J1" "J0" "I2" "non"
"140270" 46 313 3 0 0 0 2 10 0 35 395634 0 0 1 2236 10 13 26 0 395634 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 6 3063 0 0 2 4 "31" "1" "homme" "M" "545" "D" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R2" "Q0" "O1" "M0" "T0" "D0" "B1" "J0" "J1" "J2" "I0" "non"
"140471" 64 312 3 0 0 0 1 5 4824 0 0 0 0 1 13541 5 13 8 36000 0 0 0 2 4824 2 4824 0 0 0 0 0 0 0 0 0 1 0 5 15499 0 0 0 0 "31" "1" "homme" "M" "635" "B" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R2" "Q2" "O1" "M0" "T1" "D0" "B0" "J0" "J0" "J0" "I1" "non"
"141833" 49 302 1 0 0 0 1 14 57263 14 35987 0 1810 1 4181 14 13 57 0 34177 0 0 4 57263 2 37630 2 19633 0 0 0 0 0 0 0 1 1 4 63901 0 0 0 0 "31" "1" "homme" "C" "348" "A" "K0" "V0" "U2" "X2" "Y2" "R0" "N1" "E1" "G1" "F0" "L1" "H0" "A1" "R2" "Q1" "O1" "M1" "T2" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"143098" 43 290 3 0 0 0 0 99 7010 25 116962 0 0 1 109831 56 13 55 18200 116962 0 0 1 7010 0 0 1 7010 0 0 0 0 0 0 24 1 0 6 10467 0 0 0 0 "31" "1" "homme" "M" "545" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H0" "A1" "R2" "Q2" "O0" "M2" "T1" "D0" "B2" "J0" "J0" "J0" "I0" "non"
"149187" 67 243 2 0 0 0 1 8 5808 6 19499 0 19499 1 7731 7 13 29 26000 0 0 0 2 5808 1 0 1 5808 0 0 0 0 0 0 9 1 0 6 9761 0 0 0 0 "31" "1" "homme" "D" "770" "C" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A2" "R2" "Q1" "O1" "M0" "T1" "D0" "B1" "J0" "J0" "J0" "I0" "non"
"152556" 42 218 1 0 0 0 2 20 126 23 375295 0 0 2 3839 20 13 46 0 375295 0 0 2 126 1 0 1 126 0 0 0 0 0 0 18 1 0 6 7512 0 2 1 0 "31" "1" "homme" "C" "428" "B" "K1" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R2" "Q1" "O1" "M1" "T0" "D0" "B2" "J1" "J1" "J0" "I0" "non"
"153817" 51 287 3 1 0 0 3 235 259802 2 186894 0 186894 1 17295 150 13 65 6666 0 0 0 4 259802 0 0 4 259802 0 0 0 0 0 0 25 1 0 6 296358 0 2 2 0 "31" "3" "femme" "M" "465" "D" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A1" "R2" "Q2" "O2" "M2" "T2" "D0" "B2" "J1" "J1" "J0" "I2" "non"
"155682" 36 190 1 1 0 0 1 9 0 8 16224 0 16224 1 12637 9 13 22 34500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 2 1 6 7341 200 0 0 0 "31" "1" "femme" "C" "527" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N1" "E1" "G1" "F1" "L0" "H1" "A0" "R1" "Q2" "O1" "M0" "T0" "D0" "B0" "J0" "J0" "J0" "I0" "non"
"157277" 37 174 3 1 0 0 3 40 164 0 19631 19631 0 1 -11413 40 13 66 0 0 0 0 1 164 0 0 1 164 0 0 0 0 0 0 43 1 0 7 164 0 29 24 31 "31" "1" "femme" "M" "465" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "A0" "R1" "Q0" "O2" "M2" "T0" "D0" "B2" "J2" "J2" "J2" "I0" "non"
"158514" 62 256 3 1 0 0 1 11 41952 0 0 0 0 1 3909 11 13 32 0 0 0 0 3 41952 2 41835 1 117 0 0 0 0 0 0 17 1 0 4 42845 500 2 3 1 "31" "1" "femme" "M" "465" "B" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q1" "O1" "M1" "T1" "D0" "B1" "J1" "J2" "J1" "I1" "non"
"159554" 57 157 2 0 0 0 1 4 1046 11 4668 4668 0 1 2753 4 13 21 10000 0 0 0 1 1046 0 0 1 1046 0 0 0 0 0 0 6 2 1 7 2119 0 0 0 0 "31" "1" "homme" "D" "565" "C" "K0" "V0" "U1" "X0" "Y1" "R1" "N1" "E1" "G1" "F1" "L0" "H0" "A2" "R1" "Q0" "O1" "M0" "T1" "D0" "B0" "J0" "J0" "J0" "I0" "non"
"160982" 45 297 3 1 0 0 1 34 2427 15 571773 0 33126 1 11333 34 14 59 0 538647 0 0 1 2427 1 2427 0 0 0 0 0 0 0 0 28 2 0 6 24647 0 0 0 0 "69" "1" "femme" "M" "385" "B" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R2" "Q2" "O1" "M2" "T1" "D1" "B2" "J0" "J0" "J0" "I1" "non"
"162538" 39 136 1 0 0 0 0 18 47520 0 0 0 0 1 2772 18 13 62 0 0 1 30635 3 47520 2 40653 1 6867 0 0 0 0 0 0 26 1 0 4 86845 32299 0 2 1 "75" "1" "homme" "C" "385" "B" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R1" "Q0" "O0" "M1" "T2" "D0" "B2" "J0" "J1" "J1" "I1" "non"
"165062" 58 113 3 1 0 0 6 8 3924 0 0 0 0 1 4226 8 14 21 0 0 0 0 1 3924 0 0 1 3924 0 0 0 0 0 0 0 1 1 7 6708 0 1 0 0 "31" "1" "femme" "M" "635" "B" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A2" "R1" "Q1" "O2" "M0" "T1" "D1" "B0" "J1" "J0" "J0" "I0" "non"
"166989" 39 93 1 0 0 0 2 6 1361 0 0 0 0 1 3649 6 13 17 0 0 0 0 1 1361 0 0 1 1361 0 0 0 0 0 0 0 1 1 3 2791 0 0 0 0 "31" "1" "homme" "C" "565" "B" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q1" "O1" "M0" "T1" "D0" "B0" "J0" "J0" "J0" "I0" "non"
"170421" 39 183 1 1 0 0 1 34 411 3 70849 0 0 1 7459 30 14 62 0 70849 0 0 2 411 0 0 2 411 0 0 0 0 0 0 16 1 0 6 7755 0 0 0 0 "31" "1" "femme" "C" "528" "C" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R1" "Q1" "O1" "M2" "T1" "D1" "B2" "J0" "J0" "J0" "I0" "non"
"176430" 38 68 1 0 0 0 0 10 0 1 9287 0 9287 1 2846 10 14 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 7 7026 0 19 7 10 "75" "1" "homme" "C" "348" "4" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E1" "G1" "F0" "L0" "H0" "A1" "R0" "Q0" "O0" "M0" "T0" "D1" "B0" "J2" "J2" "J2" "I0" "non"
"177059" 55 65 2 0 0 0 3 173 233938 1 45453 12718 32735 1 39489 107 13 54 60500 0 0 0 3 233938 2 204256 1 29682 0 0 0 0 0 0 19 1 0 6 292452 0 0 0 0 "31" "3" "homme" "D" "527" "B" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A2" "R0" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"177184" 34 64 1 1 0 0 1 11 9017 0 0 0 0 1 2830 8 13 27 0 0 0 0 1 9017 0 0 1 9017 0 0 0 0 0 0 10 1 0 6 17742 0 0 0 0 "31" "1" "femme" "C" "545" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O1" "M1" "T1" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"179366" 27 51 1 0 0 0 2 8 0 0 0 0 0 1 -1106 8 13 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 1 0 7 1730 0 18 27 23 "31" "1" "homme" "C" "840" "D" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O1" "M0" "T0" "D0" "B2" "J2" "J2" "J2" "I0" "non"
"183098" 28 46 1 1 0 0 0 9 19600 0 0 0 0 1 3382 4 14 5 29600 0 0 0 2 19600 1 0 1 19600 0 0 0 0 0 0 1 1 0 3 21245 0 3 0 0 "31" "1" "femme" "C" "840" "C" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A0" "R0" "Q1" "O0" "M0" "T1" "D1" "B0" "J2" "J0" "J0" "I1" "non"
"240682" 56 297 3 1 0 0 4 54 8797 5 40924 8823 32101 1 38913 43 14 20 101000 0 13 5449561 2 8797 0 0 2 8797 0 0 0 0 0 0 0 1 0 4 6009132 6000216 0 0 8 "32" "1" "femme" "M" "375" "D" "K0" "V1" "U2" "X0" "Y2" "R0" "N0" "E1" "G1" "F1" "L0" "H1" "A2" "R2" "Q2" "O2" "M2" "T1" "D1" "B0" "J0" "J0" "J2" "I2" "non"
"241459" 64 283 2 0 0 0 1 2 14937 89 5207 5207 0 1 11188 2 29 3 24699 0 1 246956 2 14937 1 0 1 14937 0 0 0 0 0 0 0 1 0 4 269661 249756 0 0 0 "32" "5" "homme" "D" "565" "A" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E1" "G1" "F1" "L0" "H1" "A2" "R2" "Q2" "O1" "M0" "T1" "D2" "B0" "J0" "J0" "J0" "I2" "non"
"241778" 68 755 3 1 0 0 0 18 136137 0 0 0 0 1 3198 18 13 56 31400 0 1 14448 3 136137 2 15092 1 121045 0 0 0 0 0 0 32 1 0 6 155686 14448 0 0 0 "32" "1" "femme" "M" "8" "A" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q0" "O0" "M1" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"242032" 44 274 3 1 0 0 0 21 56280 20 252328 2621 0 2 5053 21 13 53 0 249707 0 0 1 56280 1 56280 0 0 0 0 0 0 0 0 20 1 0 6 60594 0 0 4 3 "32" "1" "femme" "M" "528" "B" "K1" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R2" "Q1" "O0" "M1" "T2" "D0" "B2" "J0" "J2" "J2" "I1" "non"
"242348" 76 267 3 1 0 0 0 0 174 0 0 0 0 1 8414 0 14 5 0 0 0 0 1 174 0 0 1 174 0 0 0 0 0 0 0 1 0 3 9982 500 0 0 0 "32" "2" "femme" "M" "770" "C" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q1" "O0" "M0" "T0" "D1" "B0" "J0" "J0" "J0" "I0" "non"
"246151" 57 212 2 0 0 0 6 12 102749 9 74720 0 34715 2 11746 12 13 26 0 40005 0 0 4 102749 2 72525 2 30224 0 0 0 0 0 0 7 1 0 4 128783 0 0 0 0 "32" "3" "homme" "D" "345" "B" "K1" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A2" "R2" "Q2" "O2" "M1" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"246567" 60 206 3 1 0 0 2 26 122898 0 0 0 0 1 3527 19 13 39 0 0 0 0 3 122898 1 97241 2 25657 0 0 0 0 0 0 8 1 0 6 127819 0 0 0 0 "32" "5" "femme" "M" "458" "A" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q1" "O1" "M2" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"246721" 62 204 3 1 0 0 3 14 290758 0 0 0 0 1 9251 14 13 42 0 0 2 84634 3 290758 2 244758 1 46000 0 0 0 0 0 0 19 2 0 5 439327 98498 0 0 0 "32" "5" "femme" "M" "348" "A" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q2" "O2" "M1" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"247391" 83 192 6 0 0 0 2 20 57530 0 0 0 0 1 7542 16 13 56 0 0 3 98102 4 57530 1 49105 3 8425 0 0 0 0 0 0 1 1 0 5 202088 125451 0 0 0 "32" "5" "homme" "V" "770" "B" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O1" "M1" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"256202" 68 231 3 1 0 0 0 29 13568 0 0 0 0 1 6508 29 13 73 0 0 0 0 2 13568 1 2816 1 10752 0 0 0 0 0 0 7 2 0 6 39078 0 0 0 0 "32" "1" "femme" "M" "745" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q1" "O0" "M2" "T1" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"257100" 59 71 3 1 0 0 1 19 0 0 0 0 0 2 11982 19 13 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 2 0 6 11811 0 0 0 0 "32" "2" "femme" "M" "375" "B" "K1" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R0" "Q2" "O1" "M1" "T0" "D0" "B2" "J0" "J0" "J0" "I0" "non"
"257832" 32 64 1 1 0 0 0 7 60112 0 0 0 0 1 4541 7 13 13 0 0 1 21797 2 60112 1 35112 1 25000 0 0 0 0 0 0 0 1 0 5 83202 21952 0 0 0 "97" "1" "femme" "C" "565" "B" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A0" "R0" "Q1" "O0" "M0" "T2" "D0" "B0" "J0" "J0" "J0" "I1" "non"
"259018" 51 216 3 1 0 0 1 21 71210 19 321116 0 0 1 4803 21 13 71 0 321116 0 0 4 71210 1 0 3 71210 0 0 0 0 0 0 33 1 0 6 80390 0 2 1 0 "31" "1" "femme" "M" "348" "B" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R2" "Q1" "O1" "M1" "T2" "D0" "B2" "J1" "J1" "J0" "I1" "non"
"340448" 87 268 6 0 0 0 1 7 102494 0 0 0 0 1 3316 7 13 27 4766 0 0 0 2 102494 1 98095 1 4399 0 0 0 0 0 0 1 1 0 5 103242 200 0 0 0 "32" "5" "homme" "V" "860" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q1" "O1" "M0" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"342005" 59 169 3 0 0 0 2 12 2727 37 321244 0 112955 1 -155 12 13 35 0 208289 0 0 2 2727 0 0 2 2727 0 0 0 0 0 0 2 1 0 6 8270 0 26 9 20 "32" "5" "homme" "M" "428" "B" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A2" "R1" "Q0" "O1" "M1" "T1" "D0" "B1" "J2" "J2" "J2" "I0" "non"
"342018" 52 168 1 1 0 0 2 7 30796 0 0 0 0 1 3894 7 14 23 24500 0 1 71658 2 30796 0 0 2 30796 0 0 0 0 0 0 10 1 0 6 104080 72158 0 0 0 "32" "2" "femme" "C" "555" "B" "K0" "V1" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R1" "Q1" "O1" "M0" "T1" "D1" "B0" "J0" "J0" "J0" "I2" "non"
"342140" 53 161 3 1 0 0 1 10 240 10 30976 2603 28373 1 1443 10 14 20 0 0 1 18341 2 240 0 0 2 240 0 0 0 0 0 0 1 1 0 6 18581 18341 7 3 25 "32" "2" "femme" "M" "695" "B" "K0" "V1" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A2" "R1" "Q0" "O1" "M0" "T0" "D1" "B0" "J2" "J2" "J2" "I1" "non"
"405131" 56 837 3 1 0 0 0 20 81184 0 0 0 0 1 14164 18 14 48 0 0 1 60990 3 81184 2 48307 1 32877 0 0 0 0 0 0 18 1 0 5 163087 61190 0 0 0 "82" "3" "femme" "M" "548" "A" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q2" "O0" "M1" "T2" "D1" "B2" "J0" "J0" "J0" "I2" "non"
"431819" 66 337 1 0 0 0 3 31 18749 0 0 0 0 1 13836 29 13 53 12100 0 0 0 3 18749 2 1800 1 16949 0 0 0 0 0 0 10 1 0 6 27677 1000 0 0 0 "82" "1" "homme" "C" "758" "C" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q2" "O2" "M2" "T1" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"441390" 60 293 3 0 0 0 0 12 20461 0 0 0 0 1 4963 12 13 31 0 0 0 0 2 20461 0 0 2 20461 0 0 0 0 0 0 5 1 0 6 23764 0 0 0 0 "82" "2" "homme" "M" "428" "B" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q1" "O0" "M1" "T1" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"442434" 62 282 3 1 0 0 5 7 0 0 0 0 0 1 16210 7 13 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 4 12678 0 0 0 0 "82" "2" "femme" "M" "375" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q2" "O2" "M0" "T0" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"443514" 51 271 2 0 0 0 0 30 53123 0 2526 2526 0 1 27167 30 14 16 21000 0 1 54924 4 53123 1 0 3 53123 0 0 0 0 0 0 6 1 0 4 120566 67443 0 0 0 "82" "2" "homme" "D" "625" "B" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G1" "F1" "L0" "H1" "A1" "R2" "Q2" "O0" "M2" "T2" "D1" "B0" "J0" "J0" "J0" "I2" "non"
"443630" 67 270 3 1 0 0 0 15 116460 0 0 0 0 1 3624 15 13 55 0 0 2 81155 1 116460 0 0 1 116460 0 0 0 0 0 0 11 1 0 6 207795 81155 0 0 0 "82" "1" "femme" "M" "758" "A" "K0" "V1" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q1" "O0" "M1" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
